1.52E+18,2022-04-24 17:23:25+00:00,"Russian Woman Fined 48,000 Rubles For Tearing 'Z' Off Kindergarten Windows https://t.co/jIS9GFXiUj

#StandWithUkraine #DefeatPutin #FightWithUkraine #Ukraine #Russia #Putin #WarCrimes #PutinsPuppets #NATO #Oligarchs #Refugees #War",United States,0,0,Neutral
1.52E+18,2022-04-24 17:23:18+00:00,"“We are doing enough to prevent Ukraine from losing but not enough to ensure they win,"" a Tory MP warned. https://t.co/cyOSB8a3SM # via @HuffPostUKPol@#ArmUkraineNow #SlavaUkraini #StandWithUkraine",London,0,0,Negative
1.52E+18,2022-04-24 17:23:14+00:00,"Graham Phillips, war criminal 'interrogated Aiden Aslin, who surrendered to Russian forces after fighting in Mariupol

He tells the viewers Aslin, despite being handcuffed, clearly injured &amp; surrounded by Russian soldiers is speaking of his own free will'
 https://t.co/nHF8JOv5Q6",Ireland,0,0,Negative
1.52E+18,2022-04-24 17:23:05+00:00,"""Considering Russia’s maximalist demands, and how little Putin and his spokespeople mention NATO in public justifications"".... Before the war started, Putin stated repeatedly that Ukraine being in NATO was a red line. 1/ https://t.co/PoKe3CNXdl",,0,0,Negative
1.52E+18,2022-04-24 17:22:48+00:00,"The war in the Ukraine has shown the world that the Russian war machine isn’t as powerful as thought. The lack of morale,the strategic ineptitude of the generals proves it’s time for a revolution by the Russian populace. Putin must go!😎💙🇺🇸🇺🇦", OKlahoma,0,2,Negative
1.52E+18,2022-04-24 17:22:38+00:00,It has always been the dream and goal of the warmongering Neocons to create a war between the brotherly Slavic nations of Ukraine and Russia. It’s the only way they can destroy them and then enslave them. https://t.co/3NJIpdOO66,,0,0,Negative
1.52E+18,2022-04-24 17:22:36+00:00,Orthodox Easter celebration marred by war and division in Ukraine | Russia-Ukraine war News https://t.co/m1rTdi7Ya5,Lovablevibes Int'l,0,0,Negative
1.52E+18,2022-04-24 17:22:30+00:00,"The Former Chancellor Who Became Putin’s Man in Germany https://t.co/I7NbFPBRrc #SPD, #Deutschland, #NYTimes, #Putin","California, USA",0,0,Neutral
1.52E+18,2022-04-24 17:22:20+00:00,"Nice article about Gerhard Schröder in the Times today. His strategy for ""change through trade"" with Russia was the longstanding consensus view in the US vis-a-vis China. Large numbers of US elites similarly enriched themselves via China trade. https://t.co/aFlXet8Wrq",Indianapolis,0,1,Positive
1.52E+18,2022-04-24 17:22:15+00:00,"Participant observation among Russian supporters of the war in Ukraine. Very depressing, but illuminating reading (in Russian, I hope it will be translated).
https://t.co/jHyzTUZFfL",,0,0,Positive
1.52E+18,2022-04-24 17:22:14+00:00,"Zelensky is such a fool, he just Slammed the Secretary General of United Nations for going to Moscow First, instead of Coming to Ukraine. The Purpose of his Visit to Moscow is to get the Dialogue going Between Russia and Ukraine to end this Tragic War, which has been so Dreadful.",,0,0,Negative
1.52E+18,2022-04-24 17:22:09+00:00,"The world's reaction to the war in Ukraine is commendable. However, the reaction to Tigray war and the plight of its people for the last 16months was empty statement of concerns. Tigrayans are humans too. In the name of humanity, they deserve better. @SecBlinken @JosepBorrellF","Stockholm, Sweden",0,0,Negative
1.52E+18,2022-04-24 17:21:51+00:00,"✌️🇺🇦 War Heroes of Ukraine: ""Christ is Risen! - He is Risen Indeed!""

🥚For some soldiers, this is the ninth Easter in the war!🇺🇦🐇✌️

#WarHeroesUkraine #Easter #Easter2022 #Ukraine #UAarmy #історії_героїв https://t.co/FU2VbxfIZa","Kyiv, Ukraine",0,1,Negative
1.52E+18,2022-04-24 17:21:35+00:00,"""Ukraine war, COVID-19, no excuses for Tonse government""-Chilima,,,https://t.co/zK5Z8jIZl4",United States,0,0,Negative
1.52E+18,2022-04-24 17:21:21+00:00,The war in Ukraine underscores a moment of democratic crisis https://t.co/UlSaiREqzT,"Phoenix, AZ",0,0,Negative
1.52E+18,2022-04-24 17:21:15+00:00,Orthodox Easter: How Russia’s war in Ukraine divided the Eastern Orthodox Church - The Washington Post ⁦@washingtonpost⁩  https://t.co/1GwGA3xdce,"Coyoacán, CDMX / MRL",0,0,Negative
1.52E+18,2022-04-24 17:21:14+00:00,"""The disappeared in Ukraine: Beyond the war’s death toll, thousands of Ukrainians have gone missing. Their families are desperate for answers""  https://t.co/nf3EZ8pqZG",,0,0,Negative
1.52E+18,2022-04-24 17:21:05+00:00,"Can anyone @DublinAirport explain the rise in the cost of long term parking please. Could it be Brexit, COVID19 or War in Ukraine or would you put it down to all of the above ? Asking for a friend.",,0,0,Positive
1.52E+18,2022-04-24 17:21:05+00:00,The War in Ukraine Has Unleashed a New Word https://t.co/VHQIb9Q7dR,"Olsztyn, Polska",0,0,Negative
1.52E+18,2022-04-24 17:21:00+00:00,"Noam Chomsky and Jeremy Scahill on the Russia-Ukraine war, the media, propaganda, and accountability https://t.co/pTmLrMBnTW by @jeremyscahill",World,0,1,Negative
1.52E+18,2022-04-24 17:20:49+00:00,"But experts believe the war could go on for months or even years as Ukraine's military continues to defy the invaders, while Western allies continue to send financial aid and arms shipments to the defenders https://t.co/aDSvjuPyng","Tbilisi, Georgia",1,0,Negative
1.52E+18,2022-04-24 17:20:41+00:00,"Putin has no excuse for starting this war against Ukraine. The death, destruction and suffering he's guilty of creating has to be punished so that it never happens again. Billions of war material need to be given to Ukraine until Russia is broke and Putin is tried for war crimes.","San Diego, CA",0,0,Negative
1.52E+18,2022-04-24 17:20:34+00:00,"A negotiated settlement is the only reasonable end for the war in Ukraine. Escalating the war would be terrible.

Against World War III https://t.co/eYGgX8gqPT","Daniels, WV",0,0,Negative
1.52E+18,2022-04-24 17:20:33+00:00,"“Pашизм” sounds like “fascism,” but with an “r” sound instead of an “f” at the beginning; it means, roughly, “Russian fascism.” https://t.co/XrzTA1kA26",,0,0,Positive
1.52E+18,2022-04-24 17:20:23+00:00,#UkraineRussiaWar #Putin must be stopped some news paper and networks will have you believe that #Russia are not been successful in their war yes I believe that #Ukraine are doing a brilliant job  fighting #Russia and holding them back but if #Putin was achieving nothing why is,Ireland,0,0,Negative
1.52E+18,2022-04-24 17:20:21+00:00,"The back story crazy I been reading into it they need so much help ova there Mayor Kyiv 
raising money for HELP SAVE UKRAINE FROM WAR. Click to Donate:  https://t.co/36Zttqvqxk #GoFundMe","South Milwaukee, WI",0,1,Positive
1.52E+18,2022-04-24 17:20:19+00:00,"Residents of Bucha during the hostilities equipped the ""kitchen of power"" to survive the occupation --- #war #ukraine

https://t.co/N1gfKWZBYA",,0,0,Negative
1.52E+18,2022-04-24 17:20:19+00:00,"Going to church to see the community but missing some of the boys in my friend group as they fight in Ukraine in the war💙💛Today, Ukrainians are being told not to go to church to celebrate as Russia threatens to bomb our ⛪️. Even during WW2 churches were NEVER touched. #warday60","Toronto, Ontario",0,2,Negative
1.52E+18,2022-04-24 17:20:03+00:00,End the war in ukraine. Fucking Pointless,"Yuma, AZ",0,0,Negative
1.52E+18,2022-04-24 17:20:02+00:00,What weapons does Zelenskyy want from the west ahead of top US officials' visit to Ukraine? #UkraineRussianWar #UkraineUnderAttack https://t.co/pHef5R5YT8,,0,0,Negative
1.52E+18,2022-04-24 17:19:40+00:00,‘They were trying to escape’: Ukrainian man says he saw Russian forces shooting civilians https://t.co/KtWkGf0kVg via @YahooNews #ButcherRussia SLAUGHTERS @Ukraine people - WAR CRIMES,Texas,0,0,Negative
1.52E+18,2022-04-24 17:19:33+00:00,Putin loses the plot as Russian tyrant plans 'insane' terror attacks on OWN people https://t.co/drLTqF6J6X,London NW10,0,0,Negative
1.52E+18,2022-04-24 17:19:30+00:00,"Ukrainian prime minister says Russia committing ""terrible war crimes"" in Mariupol - CBS News https://t.co/eySHKkV7dF",Once Was America,0,0,Negative
1.52E+18,2022-04-24 17:19:27+00:00,Ukraine war: The school survivor accused of being fake https://t.co/FQcD9zimPa,Africa,0,0,Negative
1.52E+18,2022-04-24 17:19:27+00:00,"Russia is radicalizing its citizens for the summer offensive in Ukraine, the report said, warning of an escalation of the war https://t.co/QptNne0e6g",World,0,0,Negative
1.52E+18,2022-04-24 17:19:26+00:00,"On #Easter, British Foreign Secretary @trussliz  published  a post with words of support for #Ukraine :
""We are now entering the 3rd month of Putin’s illegal war on Ukraine.",,0,0,Negative
1.52E+18,2022-04-24 17:19:25+00:00,"⚡️In Rubizhne, Luhansk region, Russian war criminals used the ""UR-77 Meteorite"" mine clearing vehicle on residential buildings. The consequences you see in the video.

  #Ukraine #EU #European #US #CINA #INDIA https://t.co/pU0XiztBXA",,0,0,Negative
1.52E+18,2022-04-24 17:19:21+00:00,Breaking news: China have started training and putting their forces on combat alert 🚨 as the west is preparing to escalate the conflicts between #Ukraine and #Russian to word war https://t.co/oHvECsrdpO,,0,1,Negative
1.52E+18,2022-04-24 17:19:20+00:00,"I find it strange that the UN has not come to the Defense of Ukraine. There is little doubt of Russian aggression, war crimes and a complete overreach of the Russian Government.  This actually needs to be stopped now.","North Carolina, USA",0,0,Negative
1.52E+18,2022-04-24 17:19:15+00:00,The US Has No Idea Where Its Ukrainian Military Aid Is Going https://t.co/LLs4dC3VSs,"Los Angeles, CA",0,0,Negative
1.52E+18,2022-04-24 17:19:07+00:00,"Putin an 'Angry' Leader Gone 'Paranoid' for Global Clout after Ukraine War, Says US Intel
https://t.co/jjMWQeFWlm",Canada,0,0,Negative
1.52E+18,2022-04-24 17:19:06+00:00,"Ukraine
The eighth week of war: the military situation https://t.co/GMWUQ3ZfHn",Lebanon,0,0,Negative
1.52E+18,2022-04-24 17:19:00+00:00,Controversy as Ukraine mulls giving hero status to alleged war criminals https://t.co/hmNsvyPV7w,"Brooklyn, New York",0,0,Negative
1.52E+18,2022-04-24 17:19:00+00:00,How Should Christians Think About the War in Ukraine – via @PaulDMiller2 @dandarling https://t.co/KSdfmDJiBx,"Washington, DC",1,0,Negative
1.52E+18,2022-04-24 17:18:56+00:00,"✌️🇺🇦 War Heroes of Ukraine

🥚Every hero should taste the consecrated Easter cake🇺🇦🐇✌️

Justice for us! The Lord is with us!
Only together we are invincible!

#WarHeroesUkraine #Easter #Easter2022 #Ukraine #UAarmy #історії_героїв 
https://t.co/cbQQh38sBp https://t.co/uIOJZ6Mnx9","Kyiv, Ukraine",0,0,Positive
1.52E+18,2022-04-24 17:18:56+00:00,"""What is unfortunate about any war...is that whatever issue that existed before, whether it's property issues or racism, is just going to be further exacerbated,"" says @terrelljstarr. “I was there reporting, but I was also a human being.” #Velshi https://t.co/rEOjDHzESK","New York, NY",0,1,Negative
1.52E+18,2022-04-24 17:18:51+00:00,"""What is unfortunate about any war...is that whatever issue that existed before, whether it's property issues or racism, is just going to be further exacerbated,"" says @terrelljstarr. “I was there reporting, but I was also a human being.” #Velshi https://t.co/zZ81R30ogb",New York/Philly/The World,7,23,Negative
1.52E+18,2022-04-24 17:18:50+00:00,Orthodox Easter: How Russia’s war in Ukraine divided the Eastern Orthodox Church - The Washington Post@ ⁦@timmytyper⁩ I can’t help but think of your dock named friend who fights like a girl https://t.co/997jSH3LVT,"Denison,TX/Yuma, AZ",0,0,Positive
1.52E+18,2022-04-24 17:18:50+00:00,"War on Ukraine “will be a disaster for Russia,” says founder of War on t... https://t.co/kUsnIC0WNa via @YouTube",,0,0,Negative
1.52E+18,2022-04-24 17:18:49+00:00,"fucking livid at the ""Ukraine is special because they clean up after war"" discourse. Everyone in every warzone does this as soon as they are able. But it is not possible without earth movers, civil defense to disarm explosives, significant resources.",,46,419,Positive
1.52E+18,2022-04-24 17:18:46+00:00,Gorbacev started the war with Ukraine. He was always wanting to rule through his son Navalney who gave me two children.,Ina Maka,0,0,Negative
1.52E+18,2022-04-24 17:18:46+00:00,".@JRubinBlogger provides a list of the ways Biden has helped Ukraine, both militarily and otherwise:
https://t.co/DuYom5C21a",🌎,1,6,Neutral
1.52E+18,2022-04-24 17:18:40+00:00,"#Nato is a scham for controlling oil and energy sources
Ukraine should stop being a puppet and think of its people.
End war and remain neutral
The USA is a dictator and we are rebelling 
Thanks God https://t.co/jv8bGtiaZu","Juiz de Fora, Brasil",0,0,Negative
1.52E+18,2022-04-24 17:18:39+00:00,"People in the west of Ukraine are mostly relaxed and tried to enjoy orthodox Easter Sunday but inevitable reminders mean they cannot forget the war.

Short thread 🧵 https://t.co/4bE1eYmXWr","London, England",0,3,Positive
1.52E+18,2022-04-24 17:18:38+00:00,"“Putin has lost interest in diplomatic ways to end the war &amp; is now determined to seize as much 🇺🇦 territory as possible” - FT

Reportedly #Putin ""came into a rage after #Ukraine sank #Moskva. Now he’s against signing, he would not look like a winner &amp; would be humiliating” https://t.co/f4dfX4UrF8",Interwebs,0,0,Negative
1.52E+18,2022-04-24 17:18:38+00:00,"The war in #Ukraine is a serious setback for Europe's economic recovery. In this week’s free graphic, an update on economic growth, or lack there of, in the EU: https://t.co/h83QD8mf29","Austin, TX",1,5,Negative
1.52E+18,2022-04-24 17:18:25+00:00,"The war in Ukraine was lost weeks ago, to send billions
of $$ and equipment to them will only increase the number of dead. 

It wouldn't have happened if corrupt US politicians didn't instigate a coup to overthought a corrupt government just to install a more corrupt government.",The Evergreen State,0,0,Negative
1.52E+18,2022-04-24 17:18:21+00:00,"Putin Loses Interest in Peace Deal with Ukraine: Moves to Land Grab Strategy - FT --- #war #ukraine

https://t.co/sG4aQBwPHo",,0,2,Positive
1.52E+18,2022-04-24 17:18:15+00:00,"First three slides: Truth about the western world 

Last frame: Reason why Russia and Ukraine are in war https://t.co/TOwFfyqUWJ",Nigeria,0,0,Negative
1.52E+18,2022-04-24 17:18:13+00:00,"I'll be on @CNN Weekend Edition today with @FWhitfield at 12:20 pm-ish Pacific time (unless, of course, I get bumped!) Will be talking about war photography in #Ukraine. @TotallyEffnLost @BeschlossDC @jmeacham @CCP_UArizona @ccwhip https://t.co/PVsmkyMIc2",The West Coast,0,3,Negative
1.52E+18,2022-04-24 17:18:06+00:00,Ukrainian mother says her son was forcibly deported to Russia https://t.co/jwyomVuIDr,,0,0,Neutral
1.52E+18,2022-04-24 17:18:05+00:00,Ethiopia &amp; Eritrea are planning for another round of full scale war on Tigray while the intl community focuses on Russia-Ukraine conflict. #StopTigrayGenocide @POTUS @SecBlinken @USAmbUN @JosepBorrellF @UN @antonioguterres @EU_Commission @nytimes @BBCWorld @AFP @cnni,"Stockholm, Sweden",1,1,Negative
1.52E+18,2022-04-24 17:18:01+00:00,David Nott: The war surgeon helping doctors save lives in Ukraine 👇 https://t.co/rVvzioXiOP,"Somerset, England",0,0,Positive
1.52E+18,2022-04-24 17:17:53+00:00,"While the #IC focuses on the #Russia-Ukraine war, #AbiyAhmedAli &amp; his allies are preparing to reinvade #Tigray. #StopTigrayGenocide @UN @SecBlinken","Stockholm, Sweden",5,1,Negative
1.52E+18,2022-04-24 17:17:44+00:00,"Five missile strikes in #Kremenchuk area in #Poltava region  minutes ago. #Easter greetings from the Russian ""brothers""
#Ukraine #war",,1,2,Positive
1.52E+18,2022-04-24 17:17:44+00:00,"Kyiv pushes for weapons ahead of expected visit by Blinken, Austin https://t.co/79Wd41ARS9","Syracuse, NY. Kyiv, UA",0,0,Negative
1.52E+18,2022-04-24 17:17:27+00:00,"Orthodox Easter celebration marred by war and division in Ukraine

https://t.co/n5TTD1e69y","Kolar, India",0,0,Negative
1.52E+18,2022-04-24 17:17:26+00:00,"Given China's massive expansion of its nuclear forces, it's hard to see how Frank Miller isn't right. A 1550 deployed warhead standard is very likely too low for safety. We could keep New START's confidence-building aspects but not the warhead ceiling. 1/

https://t.co/cVAWcO3BHU","Washington, DC",0,3,Neutral
1.52E+18,2022-04-24 17:17:20+00:00,President #Zelensky seems hell bent on seeing #Ukraine razed to the ground.  The war is already lost. A call for heavy weapons is suicidal. What is needed now is an immediate cease fire followed by a declaration of Ukraine's neutrality. This is the only way out. https://t.co/0XxiqsINVF,,0,0,Negative
1.52E+18,2022-04-24 17:17:19+00:00,"Ukraine
The war in the east https://t.co/tiaGYe2GIR",Lebanon,0,0,Negative
1.52E+18,2022-04-24 17:17:02+00:00,"Why is that?
Western Dissent from US/NATO Policy on Ukraine is Small, Yet the Censorship Campaign is Extreme
Preventing populations from asking who benefits from a protracted proxy war, and who pays the price, is paramount. Closed propaganda system.
https://t.co/ULhauc0Cl7 https://t.co/SnMT8fy24w",,0,0,Negative
1.52E+18,2022-04-24 17:16:57+00:00,"The green Colour in our flag represents this, but just a few people will import cheap maize from Tanzania and Uganda then come make flour and sell it expensive blaming Russia Ukraine war

God bless and guide Kenya https://t.co/D7kS0X2vqd",Kenya,0,2,Negative
1.52E+18,2022-04-24 17:16:52+00:00,Ukraine war exposes EU’s farm to fork charade.  https://t.co/7gsqoS1Kq8,"Manotick, ON",0,0,Negative
1.52E+18,2022-04-24 17:16:35+00:00,India carving opportunities from challenges amid Ukraine war: Sitharaman https://t.co/UHQegr2T3w,Brooklyn New York ,0,0,Negative
1.52E+18,2022-04-24 17:16:34+00:00,Putin to interact with Russian leaders in St. Petersburg on April 27 amid raging war - Republic World https://t.co/IZW2w68WUt,,0,0,Negative
1.52E+18,2022-04-24 17:16:33+00:00,Putin to interact with Russian leaders in St. Petersburg on April 27 amid raging war - Republic World https://t.co/ihqlI1JCAV,Хай живе Україна,0,0,Negative
1.52E+18,2022-04-24 17:16:31+00:00,Ukraine war: How a school survivor became a target of Russian disinformation https://t.co/6vWgyemFeE,USA,0,0,Negative
1.52E+18,2022-04-24 17:16:30+00:00,"⚡️GENOCIDE &amp; WAR CRIMES
Follow my lists:
RUSSIA &amp; UKRAINE They share a list since reporters &amp; others cover both https://t.co/W6orwnBWv3
DEFENSE https://t.co/o0rpSL9G1i
THE HAGUE https://t.co/1LcxWzSd2R
DC https://t.co/0urknX6mu0
ALL LISTS https://t.co/iYIHGMFG7f https://t.co/L3BZ4YDt3V",U.S.,0,0,Negative
1.52E+18,2022-04-24 17:16:23+00:00,"We stand with Ukraine.
We hear the cries of war,
we fight for peace.
Ultimately, love can
succeed. There is a war for
liberty. Sovereignty is a
right, &amp; we will not give up
the combat for the
righteous, virtuous, &amp;
moral values of Earth.",,0,0,Positive
1.52E+18,2022-04-24 17:16:17+00:00,"""With Us or With Them? In a New Cold War, How About Neither."" by Hannah Beech, Abdi Latif Dahir and Oscar Lopez via NYT https://t.co/PHw9vB6BAg #Afghanistan https://t.co/Pxh86TsvaO","Kabul, Afghanistan",0,0,Negative
1.52E+18,2022-04-24 17:16:08+00:00,"Inflation became unanchored the moment the 🇺🇦 war started. 

The war in Ukraine and subsequent FX/commodity sanctions are still being processed. Add the China lockdowns and we have a situation where the Fed/Treasury can only watch or make this fall worse. https://t.co/ynI4XyEXh5","Colorado, USA",0,0,Negative
1.52E+18,2022-04-24 17:16:07+00:00,"🇨🇦🇺🇦 Lieutenant General of the Canadian Armed Forces Trevor Kadier resigned on April 5, 2022 and went to Ukraine to participate in war on the side of the Armed Forces of Ukraine.

 It is possible that Kadia may be stuck in Mariupol. Nevertheless he is not going back alive.",North Korea,0,0,Negative
1.52E+18,2022-04-24 17:16:05+00:00,"A new Cold War may have emerged in the wake of Russia’s invasion of Ukraine, but much of the world is refusing to play old roles. https://t.co/5uxtowpwKQ","New York, London, Hong Kong",4,9,Negative
1.52E+18,2022-04-24 17:16:02+00:00,In-Depth: The 'Dump the Incumbents' Argument: Why we need to dump the Incumbents now! @joefirestonephd #Elections2022 #Remove #Replace #DumpTheIncumbents #USA #US #Ukraine #Russia #war #economy https://t.co/qWk5uiQkr0 via @YouTube,"Delaware, USA",0,1,Negative
1.52E+18,2022-04-24 17:16:01+00:00,Critics are wrong. Biden is getting Ukraine right.  https://t.co/266uzyxrku,,0,0,Negative
1.52E+18,2022-04-24 17:15:57+00:00,"San Antonio Spurs vs. Detroit Pistons - NBA (1/1/22) | Tip-Off, How to Watch  https://t.co/Qp5XtrqYVr  Get Instant Access Now! ==&gt; *** https://t.co/3hpIZAnv87 *** #nba #Basketball #basketballcardscards #celtics #bucks #youtube #nets #warriors #lakers #russia #ukraine #war # #Kyiv",,0,1,Neutral
1.52E+18,2022-04-24 17:15:49+00:00,"Great to be back in Poland 🇵🇱 for the Katowice Economic Forum.

I will be speaking tomorrow on “War in Europe: What does it mean for Ukraine 🇺🇦?” With specific reference to energy.

Impressed at Katowice station by the mobilisation of volunteers &amp; facilities to help 🇺🇦 arrivals. https://t.co/ZN862ksMS8",Chelsea & Fulham,0,5,Positive
1.52E+18,2022-04-24 17:15:40+00:00,Sports &amp; Entertainment Spotlight: Sports And Entertainment Industries' Response To The War In Ukraine;... https://t.co/CdLiN0vWiZ,World Wide,0,0,Positive
